"id","basket_value","recency_days","citrus fruit","tropical fruit","whole milk","other vegetables","rolls/buns","chocolate","bottled water","yogurt","sausage","root vegetables","pastry","soda","cream","low_value_basket","medium_value_basket","high_value_basket","Cluster","cluster1","cluster2","cluster3","cluster4","cluster5"
1859,1.6,56,"no","no","no","no","no","no","no","no","no","yes","no","no","no","yes","no","no",2,no,"yes",no,no,no
1860,1.6,69,"no","no","no","no","no","no","no","no","no","yes","no","no","no","yes","no","no",4,no,no,no,"yes",no
1861,9,75,"no","no","no","no","no","no","no","no","yes","no","yes","no","no","no","no","yes",4,no,no,no,"yes",no
1864,9.1,9,"yes","no","no","yes","no","no","no","no","no","yes","no","no","no","no","no","yes",5,no,no,no,no,"yes"
1866,2.2,59,"no","no","no","no","yes","no","no","no","no","no","no","no","no","yes","no","no",2,no,"yes",no,no,no
1867,4.3,43,"no","yes","no","no","yes","no","no","no","no","no","no","no","no","no","yes","no",3,no,no,"yes",no,no
1868,15.5,5,"no","yes","yes","no","yes","no","no","no","yes","no","no","no","no","no","no","yes",5,no,no,no,no,"yes"
1869,13.7,19,"no","yes","yes","no","yes","yes","no","no","no","no","no","no","no","no","no","yes",1,"yes",no,no,no,no
1870,1.7,58,"no","no","no","no","no","no","no","no","no","no","no","yes","no","yes","no","no",2,no,"yes",no,no,no
1871,5.3,75,"no","no","yes","no","no","no","no","no","no","no","yes","no","no","no","yes","no",4,no,no,no,"yes",no
1873,1.2,6,"no","no","yes","no","no","no","no","no","no","no","no","no","no","yes","no","no",5,no,no,no,no,"yes"
1874,2.6,63,"no","no","yes","no","no","no","yes","no","no","no","no","no","no","no","yes","no",4,no,no,no,"yes",no
1875,8,9,"no","no","no","yes","no","no","no","no","no","yes","no","no","no","no","no","yes",5,no,no,no,no,"yes"
1876,2.2,69,"no","no","no","no","yes","no","no","no","no","no","no","no","no","yes","no","no",4,no,no,no,"yes",no
1877,7.3,10,"no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","yes",5,no,no,no,no,"yes"
1878,4.3,32,"no","yes","no","no","yes","no","no","no","no","no","no","no","no","no","yes","no",3,no,no,"yes",no,no
1879,14.4,9,"no","no","no","yes","no","no","no","yes","yes","yes","no","no","no","no","no","yes",5,no,no,no,no,"yes"
1880,1.7,67,"no","no","no","no","no","no","no","no","no","no","no","yes","no","yes","no","no",4,no,no,no,"yes",no
1881,5.3,64,"no","no","no","no","yes","no","yes","no","no","no","no","yes","no","no","yes","no",4,no,no,no,"yes",no
1882,14.2,75,"no","yes","no","yes","no","no","no","no","no","yes","yes","no","no","no","no","yes",4,no,no,no,"yes",no
1883,5,45,"no","yes","no","yes","no","no","no","no","no","yes","no","no","no","no","yes","no",3,no,no,"yes",no,no
1884,4.1,75,"no","no","no","no","no","no","no","no","no","no","yes","no","no","no","yes","no",4,no,no,no,"yes",no
1885,9.1,7,"no","no","no","yes","no","no","yes","no","no","yes","no","yes","no","no","no","yes",5,no,no,no,no,"yes"
1886,6.3,75,"no","no","no","no","yes","no","no","no","no","no","yes","no","no","no","no","yes",4,no,no,no,"yes",no
1887,1.2,6,"no","no","yes","no","no","no","no","no","no","no","no","no","no","yes","no","no",5,no,no,no,no,"yes"
1889,1.3,9,"no","no","no","yes","no","no","no","no","no","no","no","no","no","yes","no","no",5,no,no,no,no,"yes"
1890,8.3,19,"no","no","no","no","no","no","no","yes","no","no","no","yes","no","no","no","yes",1,"yes",no,no,no,no
1892,8,26,"no","no","yes","no","yes","no","no","yes","no","no","no","no","no","no","no","yes",1,"yes",no,no,no,no
1893,7.5,5,"yes","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","yes",5,no,no,no,no,"yes"
1894,6.8,4,"no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","yes",5,no,no,no,no,"yes"
1896,6.4,11,"no","no","yes","yes","yes","no","no","no","no","no","no","yes","no","no","no","yes",5,no,no,no,no,"yes"
1897,3.1,33,"no","no","no","no","no","no","yes","no","no","no","no","yes","no","no","yes","no",3,no,no,"yes",no,no
1898,7.5,75,"no","no","yes","no","yes","no","no","no","no","no","yes","no","no","no","no","yes",4,no,no,no,"yes",no
1899,6.3,20,"no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","yes",1,"yes",no,no,no,no
1900,1.7,52,"no","no","no","no","no","no","no","no","no","no","no","yes","no","yes","no","no",2,no,"yes",no,no,no
1903,5.2,54,"no","no","no","yes","yes","no","no","no","no","no","no","yes","no","no","yes","no",2,no,"yes",no,no,no
1904,1.2,6,"no","no","yes","no","no","no","no","no","no","no","no","no","no","yes","no","no",5,no,no,no,no,"yes"
1905,5.5,75,"no","yes","yes","no","yes","no","no","no","no","no","no","no","no","no","yes","no",4,no,no,no,"yes",no
1906,22.9,75,"yes","yes","yes","yes","no","no","no","yes","yes","yes","yes","no","no","no","no","yes",4,no,no,no,"yes",no
1907,1.5,52,"no","no","no","no","no","no","no","yes","no","no","no","no","no","yes","no","no",2,no,"yes",no,no,no
1911,5.1,38,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no",3,no,no,"yes",no,no
1912,1.4,11,"no","no","no","no","no","no","yes","no","no","no","no","no","no","yes","no","no",5,no,no,no,no,"yes"
1913,8.8,22,"yes","yes","yes","yes","no","no","no","yes","no","yes","no","no","no","no","no","yes",1,"yes",no,no,no,no
1914,10.2,14,"yes","yes","yes","yes","no","no","yes","yes","no","yes","no","no","no","no","no","yes",1,"yes",no,no,no,no
1915,7.7,10,"yes","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","yes",5,no,no,no,no,"yes"
1916,14.8,75,"yes","no","yes","no","yes","yes","yes","no","no","no","yes","yes","no","no","no","yes",4,no,no,no,"yes",no
1917,1.4,11,"no","no","no","no","no","no","yes","no","no","no","no","no","no","yes","no","no",5,no,no,no,no,"yes"
1918,9.2,6,"no","no","yes","yes","no","no","no","no","no","yes","no","no","no","no","no","yes",5,no,no,no,no,"yes"
1919,4.4,50,"no","no","yes","no","no","no","no","yes","no","no","no","yes","no","no","yes","no",2,no,"yes",no,no,no
1920,1.2,6,"no","no","yes","no","no","no","no","no","no","no","no","no","no","yes","no","no",5,no,no,no,no,"yes"
1921,8.7,8,"no","no","yes","yes","no","no","no","yes","no","yes","no","no","no","no","no","yes",5,no,no,no,no,"yes"
1922,18.2,26,"no","yes","yes","yes","yes","yes","no","yes","no","no","no","yes","no","no","no","yes",1,"yes",no,no,no,no
1923,2.4,63,"yes","no","no","yes","no","no","no","no","no","no","no","no","no","no","yes","no",4,no,no,no,"yes",no
1924,10.3,75,"no","no","no","yes","no","no","no","no","yes","no","yes","no","no","no","no","yes",4,no,no,no,"yes",no
1925,1.5,59,"no","no","no","no","no","no","no","yes","no","no","no","no","no","yes","no","no",2,no,"yes",no,no,no
1927,3.4,30,"no","no","yes","no","yes","no","no","no","no","no","no","no","no","no","yes","no",3,no,no,"yes",no,no
1928,2.2,72,"no","no","no","no","yes","no","no","no","no","no","no","no","no","yes","no","no",4,no,no,no,"yes",no
1929,3.1,33,"no","no","no","no","no","no","yes","no","no","no","no","yes","no","no","yes","no",3,no,no,"yes",no,no
1931,4.1,75,"no","no","no","no","no","no","no","no","no","no","yes","no","no","no","yes","no",4,no,no,no,"yes",no
1932,1.6,58,"no","no","no","no","no","no","no","no","no","yes","no","no","no","yes","no","no",2,no,"yes",no,no,no
1933,20.4,75,"no","yes","yes","yes","no","no","no","no","yes","no","yes","yes","no","no","no","yes",4,no,no,no,"yes",no
1934,3.4,45,"no","no","yes","no","yes","no","no","no","no","no","no","no","no","no","yes","no",3,no,no,"yes",no,no
1935,1.7,67,"no","no","no","no","no","no","no","no","no","no","no","yes","no","yes","no","no",4,no,no,no,"yes",no
1936,12.2,75,"no","yes","yes","no","no","yes","no","no","no","no","yes","yes","no","no","no","yes",4,no,no,no,"yes",no
1937,10,16,"no","no","yes","no","yes","no","no","no","yes","no","no","yes","no","no","no","yes",1,"yes",no,no,no,no
1938,3,46,"no","no","no","yes","no","no","no","no","no","no","no","yes","no","no","yes","no",2,no,"yes",no,no,no
1939,1.2,6,"no","no","yes","no","no","no","no","no","no","no","no","no","no","yes","no","no",5,no,no,no,no,"yes"
1940,1.6,58,"no","no","no","no","no","no","no","no","no","yes","no","no","no","yes","no","no",2,no,"yes",no,no,no
1941,2.5,61,"no","no","yes","yes","no","no","no","no","no","no","no","no","no","no","yes","no",2,no,"yes",no,no,no
1942,4.8,41,"no","yes","yes","no","no","no","no","yes","no","no","no","no","no","no","yes","no",3,no,no,"yes",no,no
1943,3.3,38,"no","no","no","no","no","no","no","no","no","yes","no","yes","no","no","yes","no",3,no,no,"yes",no,no
1944,8.1,17,"no","yes","yes","no","no","no","no","yes","no","yes","no","yes","no","no","no","yes",1,"yes",no,no,no,no
1946,5.4,75,"no","no","no","yes","no","no","no","no","no","no","yes","no","no","no","yes","no",4,no,no,no,"yes",no
1947,5.1,34,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no",3,no,no,"yes",no,no
1948,6.3,12,"no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","yes",5,no,no,no,no,"yes"
1949,5.5,76,"no","no","yes","yes","no","no","yes","no","no","yes","no","no","no","no","yes","no",4,no,no,no,"yes",no
1950,7.6,6,"no","no","yes","no","no","no","no","yes","yes","no","no","no","no","no","no","yes",5,no,no,no,no,"yes"
1952,3.4,46,"no","no","yes","no","yes","no","no","no","no","no","no","no","no","no","yes","no",2,no,"yes",no,no,no
1953,4.3,39,"no","no","yes","no","no","no","no","yes","no","yes","no","no","no","no","yes","no",3,no,no,"yes",no,no
1954,3.6,35,"no","no","no","no","yes","no","yes","no","no","no","no","no","no","no","yes","no",3,no,no,"yes",no,no
1955,3.1,42,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no",3,no,no,"yes",no,no
1956,3.1,29,"no","no","no","no","no","yes","no","no","no","no","no","no","no","no","yes","no",3,no,no,"yes",no,no
1959,4.5,44,"no","no","no","no","no","no","yes","no","no","no","no","no","no","no","yes","no",3,no,no,"yes",no,no
1961,5.1,42,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no",3,no,no,"yes",no,no
1962,5.1,43,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no",3,no,no,"yes",no,no
1963,9.2,75,"no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","yes",4,no,no,no,"yes",no
1964,4.9,44,"no","no","no","no","no","no","no","no","yes","no","no","no","no","no","yes","no",3,no,no,"yes",no,no
1965,2.1,59,"no","yes","no","no","no","no","no","no","no","no","no","no","no","yes","no","no",2,no,"yes",no,no,no
1966,8.7,16,"yes","no","yes","yes","no","no","no","no","no","no","no","no","no","no","no","yes",1,"yes",no,no,no,no
1969,2.6,60,"no","no","yes","no","no","no","yes","no","no","no","no","no","no","no","yes","no",2,no,"yes",no,no,no
1972,1.7,67,"no","no","no","no","no","no","no","no","no","no","no","yes","no","yes","no","no",4,no,no,no,"yes",no
1973,5.8,75,"no","no","no","no","no","no","no","no","no","no","yes","yes","no","no","yes","no",4,no,no,no,"yes",no
1974,2.2,52,"no","no","no","no","yes","no","no","no","no","no","no","no","no","yes","no","no",2,no,"yes",no,no,no
1975,6.8,22,"no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","yes",1,"yes",no,no,no,no
1977,1.1,2,"yes","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no",5,no,no,no,no,"yes"
1978,1.7,57,"no","no","no","no","no","no","no","no","no","no","no","yes","no","yes","no","no",2,no,"yes",no,no,no
1979,1.6,69,"no","no","no","no","no","no","no","no","no","yes","no","no","no","yes","no","no",4,no,no,no,"yes",no
1981,6.8,4,"no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","yes",5,no,no,no,no,"yes"
1983,5.2,53,"no","yes","no","no","no","no","yes","no","no","no","no","yes","no","no","yes","no",2,no,"yes",no,no,no
1985,3.1,31,"no","no","no","no","no","yes","no","no","no","no","no","no","no","no","yes","no",3,no,no,"yes",no,no
1986,5.1,41,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no",3,no,no,"yes",no,no
1988,2.8,27,"no","no","no","yes","no","no","no","yes","no","no","no","no","no","no","yes","no",1,"yes",no,no,no,no
1989,1.2,6,"no","no","yes","no","no","no","no","no","no","no","no","no","no","yes","no","no",5,no,no,no,no,"yes"
1990,1.6,66,"no","no","no","no","no","no","no","no","no","yes","no","no","no","yes","no","no",4,no,no,no,"yes",no
1991,5.7,69,"no","no","yes","yes","no","no","no","yes","no","no","no","yes","no","no","yes","no",4,no,no,no,"yes",no
1992,12.8,23,"yes","no","no","no","no","no","no","no","yes","no","no","yes","no","no","no","yes",1,"yes",no,no,no,no
1993,1.4,11,"no","no","no","no","no","no","yes","no","no","no","no","no","no","yes","no","no",5,no,no,no,no,"yes"
1994,6.5,11,"no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","yes",5,no,no,no,no,"yes"
1995,9.4,3,"no","no","yes","no","no","no","no","yes","no","yes","no","no","no","no","no","yes",5,no,no,no,no,"yes"
1997,6.3,26,"no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","yes",1,"yes",no,no,no,no
1998,9.9,1,"no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","yes",5,no,no,no,no,"yes"
1999,1.5,70,"no","no","no","no","no","no","no","yes","no","no","no","no","no","yes","no","no",4,no,no,no,"yes",no
2000,6.6,23,"no","no","no","no","no","no","no","no","yes","no","no","yes","no","no","no","yes",1,"yes",no,no,no,no
2001,2.2,72,"no","no","no","no","yes","no","no","no","no","no","no","no","no","yes","no","no",4,no,no,no,"yes",no
2002,3,35,"no","no","no","yes","no","no","no","no","no","no","no","yes","no","no","yes","no",3,no,no,"yes",no,no
2003,5.4,75,"no","no","no","yes","no","no","no","no","no","no","yes","no","no","no","yes","no",4,no,no,no,"yes",no
2004,3.3,40,"no","no","no","no","no","no","no","no","no","yes","no","yes","no","no","yes","no",3,no,no,"yes",no,no
2005,9.1,12,"no","no","yes","yes","no","no","no","yes","no","no","no","no","no","no","no","yes",5,no,no,no,no,"yes"
2006,4.1,75,"no","no","no","no","no","no","no","no","no","no","yes","no","no","no","yes","no",4,no,no,no,"yes",no
2007,3,38,"no","no","no","yes","no","no","no","no","no","no","no","yes","no","no","yes","no",3,no,no,"yes",no,no
2008,5.4,75,"no","no","no","yes","no","no","no","no","no","no","yes","no","no","no","yes","no",4,no,no,no,"yes",no
2009,9.9,75,"yes","yes","yes","no","no","no","yes","no","no","no","yes","no","no","no","no","yes",4,no,no,no,"yes",no
2011,5.5,71,"yes","no","no","yes","no","no","yes","no","no","no","no","yes","no","no","yes","no",4,no,no,no,"yes",no
2012,1.2,6,"no","no","yes","no","no","no","no","no","no","no","no","no","no","yes","no","no",5,no,no,no,no,"yes"
2013,3.1,27,"no","no","no","no","no","yes","no","no","no","no","no","no","no","no","yes","no",1,"yes",no,no,no,no
2014,2.4,54,"yes","no","no","yes","no","no","no","no","no","no","no","no","no","no","yes","no",2,no,"yes",no,no,no
2015,2.8,27,"no","no","no","yes","no","no","no","yes","no","no","no","no","no","no","yes","no",1,"yes",no,no,no,no
2016,11.1,13,"no","no","no","no","no","no","yes","yes","yes","yes","no","yes","no","no","no","yes",1,"yes",no,no,no,no
2017,1.6,53,"no","no","no","no","no","no","no","no","no","yes","no","no","no","yes","no","no",2,no,"yes",no,no,no
2018,9.4,11,"no","no","no","yes","no","no","no","yes","yes","no","no","yes","no","no","no","yes",5,no,no,no,no,"yes"
2019,1.4,11,"no","no","no","no","no","no","yes","no","no","no","no","no","no","yes","no","no",5,no,no,no,no,"yes"
2020,5.3,53,"no","yes","no","no","no","no","no","yes","no","no","no","yes","no","no","yes","no",2,no,"yes",no,no,no
2021,6.4,23,"no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","yes",1,"yes",no,no,no,no
2022,10.9,23,"no","no","yes","no","no","yes","no","yes","no","no","no","no","no","no","no","yes",1,"yes",no,no,no,no
2023,1.7,70,"no","no","no","no","no","no","no","no","no","no","no","yes","no","yes","no","no",4,no,no,no,"yes",no
2024,1.1,2,"yes","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no",5,no,no,no,no,"yes"
2025,2.6,55,"no","no","yes","no","no","no","yes","no","no","no","no","no","no","no","yes","no",2,no,"yes",no,no,no
2026,12.5,75,"no","no","no","no","no","no","no","no","no","yes","yes","yes","no","no","no","yes",4,no,no,no,"yes",no
2027,4.5,34,"yes","yes","no","yes","no","no","no","no","no","no","no","no","no","no","yes","no",3,no,no,"yes",no,no
2029,1.7,69,"no","no","no","no","no","no","no","no","no","no","no","yes","no","yes","no","no",4,no,no,no,"yes",no
2030,2.1,59,"no","yes","no","no","no","no","no","no","no","no","no","no","no","yes","no","no",2,no,"yes",no,no,no
2035,6.1,4,"no","no","no","yes","no","no","no","yes","no","yes","no","yes","no","no","no","yes",5,no,no,no,no,"yes"
2036,9.6,24,"yes","no","yes","no","yes","no","no","no","no","no","no","no","no","no","no","yes",1,"yes",no,no,no,no
2037,1.4,11,"no","no","no","no","no","no","yes","no","no","no","no","no","no","yes","no","no",5,no,no,no,no,"yes"
2040,8.4,75,"no","no","yes","no","no","no","no","no","no","no","yes","no","no","no","no","yes",4,no,no,no,"yes",no
2041,5.7,58,"no","no","yes","no","no","no","yes","no","no","no","no","no","no","no","yes","no",2,no,"yes",no,no,no
2043,7.7,6,"no","no","yes","no","no","no","yes","no","no","no","no","no","no","no","no","yes",5,no,no,no,no,"yes"
2045,3.1,38,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no",3,no,no,"yes",no,no
2047,1.2,6,"no","no","yes","no","no","no","no","no","no","no","no","no","no","yes","no","no",5,no,no,no,no,"yes"
2048,10.4,75,"no","no","yes","no","no","no","no","no","no","no","yes","no","no","no","no","yes",4,no,no,no,"yes",no
2051,6.7,7,"no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","yes",5,no,no,no,no,"yes"
2052,15.3,18,"yes","no","no","yes","no","no","yes","yes","yes","no","no","no","no","no","no","yes",1,"yes",no,no,no,no
2054,1.3,9,"no","no","no","yes","no","no","no","no","no","no","no","no","no","yes","no","no",5,no,no,no,no,"yes"
2055,12.5,24,"no","no","yes","yes","no","no","no","no","yes","no","no","no","no","no","no","yes",1,"yes",no,no,no,no
2056,2.5,67,"no","no","yes","yes","no","no","no","no","no","no","no","no","no","no","yes","no",4,no,no,no,"yes",no
2057,1.4,11,"no","no","no","no","no","no","yes","no","no","no","no","no","no","yes","no","no",5,no,no,no,no,"yes"
2058,4.9,29,"no","no","no","no","no","no","no","no","yes","no","no","no","no","no","yes","no",3,no,no,"yes",no,no
2059,3.1,50,"no","no","no","no","no","no","no","yes","no","yes","no","no","no","no","yes","no",2,no,"yes",no,no,no
