"id","basket_value","recency_days","citrus fruit","tropical fruit","whole milk","other vegetables","rolls/buns","chocolate","bottled water","yogurt","sausage","root vegetables","pastry","soda","cream","low_value_basket","medium_value_basket","high_value_basket"
2353,1.4,11,no,no,no,no,no,no,"yes",no,no,no,no,no,no,"yes",no,no
2354,8,20,no,no,no,"yes",no,no,no,no,no,"yes",no,no,no,no,no,"yes"
2356,1.4,11,no,no,no,no,no,no,"yes",no,no,no,no,no,no,"yes",no,no
2357,7.5,74,no,"yes",no,"yes",no,no,no,no,no,no,"yes",no,no,no,no,"yes"
2358,3.9,38,no,no,no,no,"yes",no,no,no,no,no,no,"yes",no,no,"yes",no
2359,9,74,no,no,no,no,no,no,no,no,"yes",no,"yes",no,no,no,no,"yes"
2360,1.1,2,"yes",no,no,no,no,no,no,no,no,no,no,no,no,"yes",no,no
2362,7.1,14,no,no,no,no,"yes",no,no,no,"yes",no,no,no,no,no,no,"yes"
2363,4.1,74,no,no,no,no,no,no,no,no,no,no,"yes",no,no,no,"yes",no
2365,7.6,11,no,no,"yes","yes",no,no,no,no,no,no,no,no,no,no,no,"yes"
2366,7.8,7,no,no,"yes",no,no,no,no,"yes",no,no,no,no,no,no,no,"yes"
2367,2.2,54,no,no,no,no,"yes",no,no,no,no,no,no,no,no,"yes",no,no
2368,1.4,11,no,no,no,no,no,no,"yes",no,no,no,no,no,no,"yes",no,no
2370,2.2,73,no,no,no,no,"yes",no,no,no,no,no,no,no,no,"yes",no,no
2371,1.2,6,no,no,"yes",no,no,no,no,no,no,no,no,no,no,"yes",no,no
2372,1.2,6,no,no,"yes",no,no,no,no,no,no,no,no,no,no,"yes",no,no
2373,9.6,23,no,no,"yes","yes","yes",no,no,no,"yes",no,no,no,no,no,no,"yes"
2374,1.4,11,no,no,no,no,no,no,"yes",no,no,no,no,no,no,"yes",no,no
2375,3.6,40,no,no,no,no,"yes",no,"yes",no,no,no,no,no,no,no,"yes",no
2376,1.4,11,no,no,no,no,no,no,"yes",no,no,no,no,no,no,"yes",no,no
2377,3,46,no,no,no,"yes",no,no,no,no,no,no,no,"yes",no,no,"yes",no
2378,2.2,71,no,no,no,no,"yes",no,no,no,no,no,no,no,no,"yes",no,no
2379,2.2,67,no,no,no,no,"yes",no,no,no,no,no,no,no,no,"yes",no,no
2380,2.2,61,no,no,no,no,"yes",no,no,no,no,no,no,no,no,"yes",no,no
2381,8,74,no,no,no,no,"yes",no,no,no,no,no,"yes","yes",no,no,no,"yes"
2382,6.3,1,no,no,no,no,no,no,"yes",no,"yes",no,no,no,no,no,no,"yes"
2383,1.4,11,no,no,no,no,no,no,"yes",no,no,no,no,no,no,"yes",no,no
2384,3.1,46,no,no,no,no,no,no,"yes",no,no,no,no,"yes",no,no,"yes",no
2385,1.5,65,no,no,no,no,no,no,no,"yes",no,no,no,no,no,"yes",no,no
2386,1.2,6,no,no,"yes",no,no,no,no,no,no,no,no,no,no,"yes",no,no
2388,6.3,16,no,no,"yes","yes","yes",no,no,no,no,"yes",no,no,no,no,no,"yes"
2389,3.8,47,no,no,no,no,"yes",no,no,no,no,"yes",no,no,no,no,"yes",no
2390,1.2,6,no,no,"yes",no,no,no,no,no,no,no,no,no,no,"yes",no,no
2391,5.1,41,"yes",no,"yes","yes",no,no,no,"yes",no,no,no,no,no,no,"yes",no
2393,2.1,64,no,"yes",no,no,no,no,no,no,no,no,no,no,no,"yes",no,no
2394,2.6,68,no,no,"yes",no,no,no,"yes",no,no,no,no,no,no,no,"yes",no
2395,4.9,31,no,no,no,no,no,no,no,no,"yes",no,no,no,no,no,"yes",no
2396,3.9,29,no,no,no,no,"yes",no,no,no,no,no,no,"yes",no,no,"yes",no
2397,2.2,70,no,no,no,no,"yes",no,no,no,no,no,no,no,no,"yes",no,no
2398,2.2,57,no,no,no,no,"yes",no,no,no,no,no,no,no,no,"yes",no,no
2399,4.9,40,no,no,no,no,no,no,no,no,"yes",no,no,no,no,no,"yes",no
2400,4.1,74,no,no,no,no,no,no,no,no,no,no,"yes",no,no,no,"yes",no
2401,3.9,30,no,no,no,no,"yes",no,no,no,no,no,no,"yes",no,no,"yes",no
2402,1.2,6,no,no,"yes",no,no,no,no,no,no,no,no,no,no,"yes",no,no
2403,10.7,74,no,no,no,"yes","yes",no,"yes",no,no,no,"yes","yes",no,no,no,"yes"
2404,1.7,64,no,no,no,no,no,no,no,no,no,no,no,"yes",no,"yes",no,no
2405,9.7,21,"yes","yes",no,no,no,no,"yes",no,no,no,no,no,no,no,no,"yes"
2406,1.7,68,no,no,no,no,no,no,no,no,no,no,no,"yes",no,"yes",no,no
2407,3.1,43,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes",no
2409,1.3,9,no,no,no,"yes",no,no,no,no,no,no,no,no,no,"yes",no,no
2410,1.2,6,no,no,"yes",no,no,no,no,no,no,no,no,no,no,"yes",no,no
2411,5.7,62,no,"yes",no,no,"yes",no,"yes",no,no,no,no,no,no,no,"yes",no
2412,6.3,6,no,no,"yes",no,no,no,no,no,no,no,no,no,no,no,no,"yes"
2413,12.1,19,no,"yes",no,no,no,no,no,no,"yes",no,no,no,no,no,no,"yes"
2414,2.2,57,no,no,no,no,"yes",no,no,no,no,no,no,no,no,"yes",no,no
2415,2.9,30,no,no,no,"yes",no,no,no,no,no,"yes",no,no,no,no,"yes",no
2416,10.4,74,"yes","yes",no,no,no,"yes",no,no,no,no,"yes",no,no,no,no,"yes"
2417,2.7,66,no,no,"yes",no,no,no,no,"yes",no,no,no,no,no,no,"yes",no
2418,2.9,42,no,no,no,"yes",no,no,no,no,no,"yes",no,no,no,no,"yes",no
2420,1.6,64,no,no,no,no,no,no,no,no,no,"yes",no,no,no,"yes",no,no
2421,2.2,75,no,no,no,no,"yes",no,no,no,no,no,no,no,no,"yes",no,no
2422,1.1,2,"yes",no,no,no,no,no,no,no,no,no,no,no,no,"yes",no,no
2423,3.1,28,no,no,no,no,no,"yes",no,no,no,no,no,no,no,no,"yes",no
2424,4.9,48,no,no,no,no,no,no,no,no,"yes",no,no,no,no,no,"yes",no
2426,6.6,20,no,no,no,no,no,no,no,no,"yes",no,no,"yes",no,no,no,"yes"
2427,3.1,34,no,no,no,no,no,"yes",no,no,no,no,no,no,no,no,"yes",no
2428,14.6,74,"yes",no,no,"yes",no,no,no,"yes","yes",no,"yes","yes",no,no,no,"yes"
2429,2.2,53,no,no,no,no,"yes",no,no,no,no,no,no,no,no,"yes",no,no
2430,8.8,19,no,no,no,no,"yes",no,no,no,"yes",no,no,"yes",no,no,no,"yes"
2431,1.2,6,no,no,"yes",no,no,no,no,no,no,no,no,no,no,"yes",no,no
2432,3.4,38,no,"yes",no,"yes",no,no,no,no,no,no,no,no,no,no,"yes",no
2433,11.5,74,"yes",no,"yes",no,no,no,no,no,no,no,"yes",no,no,no,no,"yes"
2434,1.4,11,no,no,no,no,no,no,"yes",no,no,no,no,no,no,"yes",no,no
2435,6.2,4,no,no,no,"yes",no,no,no,no,"yes",no,no,no,no,no,no,"yes"
2436,7.2,9,"yes","yes","yes","yes",no,no,no,"yes",no,no,no,no,no,no,no,"yes"
2437,3.8,34,no,no,no,no,"yes",no,no,no,no,"yes",no,no,no,no,"yes",no
2438,2.9,43,no,no,no,no,no,no,"yes","yes",no,no,no,no,no,no,"yes",no
2439,2.2,54,no,no,no,no,"yes",no,no,no,no,no,no,no,no,"yes",no,no
2442,1.6,64,no,no,no,no,no,no,no,no,no,"yes",no,no,no,"yes",no,no
2443,1.2,6,no,no,"yes",no,no,no,no,no,no,no,no,no,no,"yes",no,no
2444,1.7,75,no,no,no,no,no,no,no,no,no,no,no,"yes",no,"yes",no,no
2445,10.8,18,no,no,"yes","yes",no,no,no,"yes",no,no,no,"yes",no,no,no,"yes"
2446,4.5,28,no,no,no,no,no,"yes","yes",no,no,no,no,no,no,no,"yes",no
2447,4.9,35,no,no,no,no,no,no,no,no,"yes",no,no,no,no,no,"yes",no
2448,5.1,43,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes",no
2449,5.2,73,no,"yes",no,no,no,no,"yes",no,no,no,no,"yes",no,no,"yes",no
2450,1.2,5,no,no,"yes",no,no,no,no,no,no,no,no,no,no,"yes",no,no
2451,5.6,74,no,no,no,no,no,no,no,"yes",no,no,"yes",no,no,no,"yes",no
2453,1.2,5,no,no,"yes",no,no,no,no,no,no,no,no,no,no,"yes",no,no
2455,4,39,no,no,"yes","yes",no,no,no,"yes",no,no,no,no,no,no,"yes",no
2456,3.8,29,"yes",no,"yes",no,no,no,no,"yes",no,no,no,no,no,no,"yes",no
2458,1.7,63,no,no,no,no,no,no,no,no,no,no,no,"yes",no,"yes",no,no
2459,1.5,74,no,no,no,no,no,no,no,"yes",no,no,no,no,no,"yes",no,no
2460,1.5,67,no,no,no,no,no,no,no,"yes",no,no,no,no,no,"yes",no,no
2461,5.1,32,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes",no
2462,7.9,24,no,no,"yes",no,no,no,no,no,no,"yes",no,no,no,no,no,"yes"
2463,12.3,74,no,no,"yes",no,"yes",no,no,no,no,no,"yes","yes",no,no,no,"yes"
2464,1.7,51,no,no,no,no,no,no,no,no,no,no,no,"yes",no,"yes",no,no
2465,2.9,37,no,no,no,no,no,no,"yes","yes",no,no,no,no,no,no,"yes",no
2466,10.5,14,"yes","yes",no,no,"yes",no,no,no,no,no,no,no,no,no,no,"yes"
2467,1.2,5,no,no,"yes",no,no,no,no,no,no,no,no,no,no,"yes",no,no
2468,15.5,74,no,no,"yes","yes","yes",no,no,no,no,"yes","yes",no,no,no,no,"yes"
2469,10,13,no,no,no,no,no,no,no,no,"yes",no,no,no,no,no,no,"yes"
2470,11.4,74,no,no,"yes","yes",no,no,no,"yes",no,"yes","yes","yes",no,no,no,"yes"
2471,1.7,56,no,no,no,no,no,no,no,no,no,no,no,"yes",no,"yes",no,no
2472,1.6,60,no,no,no,no,no,no,no,no,no,"yes",no,no,no,"yes",no,no
2473,9.5,18,no,no,no,"yes",no,no,"yes",no,no,no,no,"yes",no,no,no,"yes"
2474,6.4,11,no,"yes","yes",no,no,no,"yes",no,no,no,no,"yes",no,no,no,"yes"
2476,8.8,3,no,no,no,no,"yes",no,no,no,"yes",no,no,"yes",no,no,no,"yes"
2478,4.3,50,no,no,"yes",no,no,"yes",no,no,no,no,no,no,no,no,"yes",no
2479,9,3,no,no,"yes","yes",no,no,"yes",no,no,no,no,no,no,no,no,"yes"
2480,8.5,74,no,no,"yes",no,no,no,no,"yes",no,no,"yes","yes",no,no,no,"yes"
2483,5.1,38,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes",no
2484,6.6,25,no,no,no,no,no,no,no,"yes",no,no,no,no,no,no,no,"yes"
2486,6.6,10,no,no,no,no,no,no,no,"yes",no,no,no,no,no,no,no,"yes"
2487,2.5,58,no,no,"yes","yes",no,no,no,no,no,no,no,no,no,no,"yes",no
2488,4.1,74,no,no,no,no,no,no,no,no,no,no,"yes",no,no,no,"yes",no
2489,3.7,44,no,no,no,no,"yes",no,no,"yes",no,no,no,no,no,no,"yes",no
2490,3.8,35,"yes",no,"yes",no,no,no,no,"yes",no,no,no,no,no,no,"yes",no
2492,5.7,74,no,no,no,no,no,no,no,no,no,"yes","yes",no,no,no,"yes",no
2493,1.3,9,no,no,no,"yes",no,no,no,no,no,no,no,no,no,"yes",no,no
2494,3.3,27,"yes",no,no,no,"yes",no,no,no,no,no,no,no,no,no,"yes",no
2496,4.9,42,no,no,no,no,no,no,no,no,"yes",no,no,no,no,no,"yes",no
2497,1.3,9,no,no,no,"yes",no,no,no,no,no,no,no,no,no,"yes",no,no
2499,10.5,74,no,no,no,"yes",no,no,no,no,no,no,"yes",no,no,no,no,"yes"
2500,3.1,37,no,no,no,no,no,no,no,"yes",no,"yes",no,no,no,no,"yes",no
2501,1.7,58,no,no,no,no,no,no,no,no,no,no,no,"yes",no,"yes",no,no
2502,17.8,74,no,no,no,no,"yes",no,no,"yes","yes",no,"yes",no,no,no,no,"yes"
2504,1.4,11,no,no,no,no,no,no,"yes",no,no,no,no,no,no,"yes",no,no
2505,2.3,73,"yes",no,"yes",no,no,no,no,no,no,no,no,no,no,no,"yes",no
2506,3,40,no,no,no,no,no,no,"yes",no,no,"yes",no,no,no,no,"yes",no
2508,7.3,24,"yes","yes","yes","yes",no,no,no,no,no,"yes",no,no,no,no,no,"yes"
2510,3.7,28,no,no,no,no,"yes",no,no,"yes",no,no,no,no,no,no,"yes",no
2511,4.5,30,no,no,no,no,no,no,"yes",no,no,no,no,no,no,no,"yes",no
2512,5.3,61,no,no,no,no,"yes",no,no,no,no,no,no,no,no,no,"yes",no
2513,6.7,74,"yes",no,no,no,no,no,no,"yes",no,no,"yes",no,no,no,no,"yes"
2514,12.2,74,"yes","yes","yes",no,"yes",no,no,"yes",no,no,"yes",no,no,no,no,"yes"
2517,15.4,74,no,no,"yes","yes","yes",no,no,"yes",no,no,"yes",no,no,no,no,"yes"
2519,5.4,70,no,no,no,no,"yes",no,no,"yes",no,no,no,"yes",no,no,"yes",no
2520,6.2,15,no,no,no,"yes",no,no,no,no,"yes",no,no,no,no,no,no,"yes"
2521,3.9,49,no,no,no,no,"yes",no,no,no,no,no,no,"yes",no,no,"yes",no
2522,4.3,30,no,no,"yes",no,no,no,"yes",no,no,no,no,"yes",no,no,"yes",no
2525,4.1,74,no,no,no,no,no,no,no,no,no,no,"yes",no,no,no,"yes",no
2526,3.4,46,no,no,"yes",no,"yes",no,no,no,no,no,no,no,no,no,"yes",no
2527,14.3,74,no,no,no,no,"yes",no,no,"yes","yes","yes","yes",no,no,no,no,"yes"
2528,10,17,no,no,"yes",no,"yes",no,no,no,"yes",no,no,"yes",no,no,no,"yes"
2529,1.3,9,no,no,no,"yes",no,no,no,no,no,no,no,no,no,"yes",no,no
2530,13.3,74,no,"yes",no,no,"yes",no,no,no,"yes",no,"yes",no,no,no,no,"yes"
2531,7.5,74,no,no,"yes",no,"yes",no,no,no,no,no,"yes",no,no,no,no,"yes"
2533,13.7,13,"yes","yes","yes","yes",no,no,"yes","yes",no,no,no,no,no,no,no,"yes"
2535,5.1,34,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes",no
2536,9.2,8,no,no,"yes","yes","yes",no,"yes",no,no,no,no,no,no,no,no,"yes"
2538,5,34,no,"yes",no,"yes",no,no,no,no,no,"yes",no,no,no,no,"yes",no
2539,1.4,11,no,no,no,no,no,no,"yes",no,no,no,no,no,no,"yes",no,no
2540,1.2,5,no,no,"yes",no,no,no,no,no,no,no,no,no,no,"yes",no,no
2541,1.7,74,no,no,no,no,no,no,no,no,no,no,no,"yes",no,"yes",no,no
2542,8.4,74,no,"yes",no,no,"yes",no,no,no,no,no,"yes",no,no,no,no,"yes"
2543,8.1,74,no,no,"yes","yes",no,no,no,"yes",no,no,"yes",no,no,no,no,"yes"
2544,6.4,25,no,"yes",no,"yes",no,no,"yes",no,no,"yes",no,no,no,no,no,"yes"
2545,1.2,5,no,no,"yes",no,no,no,no,no,no,no,no,no,no,"yes",no,no
2546,10.9,14,"yes",no,no,"yes","yes","yes",no,"yes",no,no,no,"yes",no,no,no,"yes"
2548,3.8,33,no,no,no,no,"yes",no,no,no,no,"yes",no,no,no,no,"yes",no
2550,2.9,26,no,no,no,"yes",no,no,no,no,no,"yes",no,no,no,no,"yes",no
2551,6.4,14,no,"yes","yes",no,no,no,no,"yes",no,"yes",no,no,no,no,no,"yes"
2552,1.5,51,no,no,no,no,no,no,no,"yes",no,no,no,no,no,"yes",no,no
2553,6.8,14,no,no,no,no,no,no,no,no,no,no,no,"yes",no,no,no,"yes"
2554,16.1,26,"yes",no,no,"yes","yes",no,no,"yes",no,no,no,no,no,no,no,"yes"
2555,6.3,15,no,no,"yes",no,no,no,no,no,no,no,no,no,no,no,no,"yes"
2556,2.8,27,no,no,"yes",no,no,no,no,no,no,"yes",no,no,no,no,"yes",no
2559,6.2,22,no,no,no,no,no,"yes","yes",no,no,no,no,"yes",no,no,no,"yes"
2560,13,14,no,no,no,"yes","yes",no,"yes","yes","yes",no,no,"yes",no,no,no,"yes"
2561,19.5,74,"yes",no,"yes",no,no,"yes",no,no,"yes",no,"yes",no,no,no,no,"yes"
2563,3.4,32,no,no,"yes",no,"yes",no,no,no,no,no,no,no,no,no,"yes",no
2564,1.5,69,no,no,no,no,no,no,no,"yes",no,no,no,no,no,"yes",no,no
2566,11.6,23,no,"yes","yes",no,no,no,no,"yes",no,no,no,"yes",no,no,no,"yes"
2567,1.7,67,no,no,no,no,no,no,no,no,no,no,no,"yes",no,"yes",no,no
2568,1.2,5,no,no,"yes",no,no,no,no,no,no,no,no,no,no,"yes",no,no
2571,2.1,54,no,"yes",no,no,no,no,no,no,no,no,no,no,no,"yes",no,no
2572,5.4,74,no,no,no,no,"yes",no,no,"yes",no,no,no,"yes",no,no,"yes",no
2573,1.1,2,"yes",no,no,no,no,no,no,no,no,no,no,no,no,"yes",no,no
2574,12.3,8,no,no,"yes","yes",no,"yes",no,no,no,"yes",no,no,no,no,no,"yes"
2575,6.6,15,no,no,no,no,no,no,no,no,"yes",no,no,"yes",no,no,no,"yes"
2577,4.5,42,no,no,"yes",no,no,no,no,no,no,"yes",no,"yes",no,no,"yes",no
2578,2.3,66,"yes",no,"yes",no,no,no,no,no,no,no,no,no,no,no,"yes",no
2579,3.7,28,no,no,no,no,"yes",no,no,"yes",no,no,no,no,no,no,"yes",no
2581,9.1,74,no,no,no,"yes","yes",no,no,"yes",no,no,"yes",no,no,no,no,"yes"
2582,4.1,74,no,no,no,no,no,no,no,no,no,no,"yes",no,no,no,"yes",no
2583,11.8,13,"yes",no,"yes",no,no,no,no,"yes","yes",no,no,no,no,no,no,"yes"
2585,12.4,19,"yes",no,no,"yes",no,no,no,no,"yes",no,no,no,no,no,no,"yes"
2587,4.8,41,no,no,no,no,no,no,no,no,no,no,no,"yes",no,no,"yes",no
2588,5.4,56,no,no,"yes","yes",no,no,"yes","yes",no,no,no,no,no,no,"yes",no
2589,3.5,31,no,no,no,"yes","yes",no,no,no,no,no,no,no,no,no,"yes",no
2590,4.1,49,no,no,"yes","yes",no,no,no,no,no,"yes",no,no,no,no,"yes",no
2594,7.8,7,"yes",no,no,no,no,no,no,no,no,"yes",no,no,no,no,no,"yes"
2595,3.3,33,no,"yes","yes",no,no,no,no,no,no,no,no,no,no,no,"yes",no
2597,8.8,74,no,no,"yes","yes","yes",no,no,no,no,no,"yes",no,no,no,no,"yes"
2598,1.5,73,no,no,no,no,no,no,no,"yes",no,no,no,no,no,"yes",no,no
2599,2.7,68,no,no,no,"yes",no,no,"yes",no,no,no,no,no,no,no,"yes",no
2600,13.9,74,no,no,"yes",no,"yes",no,no,"yes","yes",no,"yes",no,no,no,no,"yes"
2604,4.5,39,"yes",no,"yes",no,"yes",no,no,no,no,no,no,no,no,no,"yes",no
2605,4.1,74,no,no,no,no,no,no,no,no,no,no,"yes",no,no,no,"yes",no
2607,8.4,74,no,"yes",no,no,"yes",no,no,no,no,no,"yes",no,no,no,no,"yes"
2608,2.2,73,no,no,no,no,"yes",no,no,no,no,no,no,no,no,"yes",no,no
2609,1.2,5,no,no,"yes",no,no,no,no,no,no,no,no,no,no,"yes",no,no
2611,4.3,42,no,no,"yes",no,no,"yes",no,no,no,no,no,no,no,no,"yes",no
2612,5.4,74,no,no,no,"yes",no,no,no,no,no,no,"yes",no,no,no,"yes",no
2613,2.2,72,no,no,no,no,"yes",no,no,no,no,no,no,no,no,"yes",no,no
2614,1.7,59,no,no,no,no,no,no,no,no,no,no,no,"yes",no,"yes",no,no
2615,5,41,no,no,"yes",no,"yes",no,no,no,no,"yes",no,no,no,no,"yes",no
2616,5.8,74,no,no,no,no,no,no,no,no,no,no,"yes","yes",no,no,"yes",no
2617,10.3,14,no,no,no,no,"yes",no,no,"yes","yes",no,no,"yes",no,no,no,"yes"
2619,3.6,45,no,no,no,no,"yes",no,"yes",no,no,no,no,no,no,no,"yes",no
2620,1.2,5,no,no,"yes",no,no,no,no,no,no,no,no,no,no,"yes",no,no
2621,3.1,47,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes",no
2622,8.1,16,no,no,"yes",no,"yes",no,no,no,no,"yes",no,no,no,no,no,"yes"
2623,7.2,74,no,no,no,no,no,no,no,"yes",no,"yes","yes",no,no,no,no,"yes"
2624,5.2,67,no,no,no,"yes","yes",no,no,no,no,no,no,"yes",no,no,"yes",no
2625,5.3,74,no,no,"yes",no,no,no,no,no,no,no,"yes",no,no,no,"yes",no
2626,2.2,65,no,no,no,no,"yes",no,no,no,no,no,no,no,no,"yes",no,no
2628,2.2,55,no,no,no,no,"yes",no,no,no,no,no,no,no,no,"yes",no,no
2629,1.3,9,no,no,no,"yes",no,no,no,no,no,no,no,no,no,"yes",no,no
2630,4.7,36,no,no,"yes","yes","yes",no,no,no,no,no,no,no,no,no,"yes",no
2632,4,46,no,no,"yes","yes",no,no,no,"yes",no,no,no,no,no,no,"yes",no
2633,1.2,5,no,no,"yes",no,no,no,no,no,no,no,no,no,no,"yes",no,no
2634,3.7,40,no,"yes",no,no,no,no,no,no,no,"yes",no,no,no,no,"yes",no
2635,11.9,8,"yes",no,"yes",no,no,no,"yes",no,no,no,no,no,no,no,no,"yes"
2636,3.3,38,no,"yes","yes",no,no,no,no,no,no,no,no,no,no,no,"yes",no
2637,5.5,63,"yes",no,no,"yes",no,no,"yes",no,no,no,no,"yes",no,no,"yes",no
2638,1.2,5,no,no,"yes",no,no,no,no,no,no,no,no,no,no,"yes",no,no
2641,9.1,74,"yes",no,no,no,"yes",no,no,no,no,no,"yes","yes",no,no,no,"yes"
2642,4.2,31,no,no,"yes","yes",no,no,no,no,no,no,no,"yes",no,no,"yes",no
2644,1.4,11,no,no,no,no,no,no,"yes",no,no,no,no,no,no,"yes",no,no
2645,5,35,no,"yes","yes",no,no,no,no,no,no,no,no,"yes",no,no,"yes",no
2646,3.9,32,no,no,no,no,"yes",no,no,no,no,no,no,"yes",no,no,"yes",no
2647,7.5,74,no,no,"yes",no,"yes",no,no,no,no,no,"yes",no,no,no,no,"yes"
2648,2.2,70,no,no,no,no,"yes",no,no,no,no,no,no,no,no,"yes",no,no
2649,2.2,62,no,no,no,no,"yes",no,no,no,no,no,no,no,no,"yes",no,no
2650,2.2,61,no,no,no,no,"yes",no,no,no,no,no,no,no,no,"yes",no,no
2651,4.1,74,no,no,no,no,no,no,no,no,no,no,"yes",no,no,no,"yes",no
2652,3.6,33,"yes",no,"yes","yes",no,no,no,no,no,no,no,no,no,no,"yes",no
2656,1.7,60,no,no,no,no,no,no,no,no,no,no,no,"yes",no,"yes",no,no
2658,10,12,no,no,no,"yes","yes",no,no,no,"yes","yes",no,no,no,no,no,"yes"
2659,4.9,31,no,no,no,no,no,no,no,no,"yes",no,no,no,no,no,"yes",no
2660,2.2,56,no,no,no,no,"yes",no,no,no,no,no,no,no,no,"yes",no,no
2661,2.1,67,no,"yes",no,no,no,no,no,no,no,no,no,no,no,"yes",no,no
2662,6,5,no,no,"yes",no,no,no,no,"yes",no,"yes",no,"yes",no,no,no,"yes"
2663,10.9,3,"yes",no,no,"yes","yes",no,"yes",no,"yes",no,no,no,no,no,no,"yes"
2664,10.2,16,no,no,no,no,"yes",no,"yes",no,"yes",no,no,"yes",no,no,no,"yes"
2665,3.4,33,no,no,"yes",no,"yes",no,no,no,no,no,no,no,no,no,"yes",no
2666,7.9,20,no,no,"yes",no,no,no,no,no,no,"yes",no,no,no,no,no,"yes"
2667,7.1,16,no,no,no,no,"yes",no,no,no,"yes",no,no,no,no,no,no,"yes"
2668,5.5,74,no,no,"yes","yes",no,no,"yes",no,no,"yes",no,no,no,no,"yes",no
2669,2.1,65,no,"yes",no,no,no,no,no,no,no,no,no,no,no,"yes",no,no
2671,4.4,42,no,no,"yes",no,no,no,no,"yes",no,no,no,"yes",no,no,"yes",no
2672,1.7,63,no,no,no,no,no,no,no,no,no,no,no,"yes",no,"yes",no,no
2674,1.3,9,no,no,no,"yes",no,no,no,no,no,no,no,no,no,"yes",no,no
2675,1.2,5,no,no,"yes",no,no,no,no,no,no,no,no,no,no,"yes",no,no
2676,4.1,74,no,no,no,no,no,no,no,no,no,no,"yes",no,no,no,"yes",no
2680,12.7,5,"yes","yes","yes",no,no,no,no,"yes",no,no,no,"yes",no,no,no,"yes"
2681,5.1,37,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes",no
2682,2.9,37,no,no,no,"yes",no,no,no,no,no,"yes",no,no,no,no,"yes",no
2683,5.8,74,no,no,no,no,no,no,no,no,no,no,"yes","yes",no,no,"yes",no
2684,9.7,2,"yes",no,"yes","yes",no,"yes","yes",no,no,"yes",no,no,no,no,no,"yes"
2686,1.7,69,no,no,no,no,no,no,no,no,no,no,no,"yes",no,"yes",no,no
2687,11.9,6,no,no,no,no,"yes","yes",no,"yes",no,no,no,no,no,no,no,"yes"
2688,5.1,50,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes",no
2689,10.8,17,no,no,no,"yes",no,no,"yes","yes","yes",no,no,"yes",no,no,no,"yes"
2691,2.9,39,no,no,no,"yes",no,no,no,no,no,"yes",no,no,no,no,"yes",no
2692,5.8,74,no,no,no,no,no,no,no,no,no,no,"yes","yes",no,no,"yes",no
2693,2.2,51,no,no,no,no,"yes",no,no,no,no,no,no,no,no,"yes",no,no
2694,2.2,56,no,no,no,no,"yes",no,no,no,no,no,no,no,no,"yes",no,no
2695,11.5,7,no,no,no,"yes","yes","yes",no,no,"yes",no,no,no,no,no,no,"yes"
2696,14.4,74,no,no,no,no,"yes",no,no,"yes","yes",no,"yes","yes",no,no,no,"yes"
2698,3.7,40,no,no,no,no,"yes",no,no,"yes",no,no,no,no,no,no,"yes",no
2699,2.2,63,no,no,no,no,"yes",no,no,no,no,no,no,no,no,"yes",no,no
2700,4.7,42,no,no,"yes","yes","yes",no,no,no,no,no,no,no,no,no,"yes",no
2701,3.1,43,no,no,no,no,no,"yes",no,no,no,no,no,no,no,no,"yes",no
2703,20.2,74,"yes","yes","yes","yes","yes",no,no,no,no,no,"yes",no,no,no,no,"yes"
2705,18.4,26,"yes",no,"yes","yes",no,no,no,"yes","yes","yes",no,"yes",no,no,no,"yes"
2708,3,37,no,no,no,"yes",no,no,no,no,no,no,no,"yes",no,no,"yes",no
2710,12.6,23,no,no,"yes","yes","yes",no,no,"yes",no,"yes",no,"yes",no,no,no,"yes"
2711,6.3,74,no,no,no,no,"yes",no,no,no,no,no,"yes",no,no,no,no,"yes"
2713,7.4,6,"yes",no,no,no,no,no,"yes",no,"yes",no,no,no,no,no,no,"yes"
2714,3.9,33,no,no,no,no,"yes",no,no,no,no,no,no,"yes",no,no,"yes",no
2715,7,74,no,no,"yes",no,no,no,no,no,no,no,"yes","yes",no,no,no,"yes"
2716,4.9,50,no,"yes","yes",no,no,no,no,no,no,"yes",no,no,no,no,"yes",no
2717,2.6,59,no,no,"yes",no,no,no,"yes",no,no,no,no,no,no,no,"yes",no
2718,11.1,74,no,no,no,no,"yes","yes",no,no,no,no,"yes","yes",no,no,no,"yes"
2719,6.8,24,no,no,no,no,no,no,no,no,no,no,no,"yes",no,no,no,"yes"
2720,3.6,44,no,no,no,no,"yes",no,"yes",no,no,no,no,no,no,no,"yes",no
2721,4.9,33,no,no,no,no,no,no,no,no,"yes",no,no,no,no,no,"yes",no
2722,5.9,12,"yes",no,no,no,no,"yes",no,no,no,no,no,"yes",no,no,"yes",no
2723,1.2,5,no,no,"yes",no,no,no,no,no,no,no,no,no,no,"yes",no,no
2724,1.2,5,no,no,"yes",no,no,no,no,no,no,no,no,no,no,"yes",no,no
